"age";"job";"marital";"education";"default";"housing";"loan";"contact";"month";"day_of_week";"duration";"campaign";"pdays";"previous";"poutcome";"emp.var.rate";"cons.price.idx";"cons.conf.idx";"euribor3m";"nr.employed";"y"
44;"technician";"single";"unknown";"unknown";"yes";"no";"telephone";"may";"mon";440;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
28;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"cellular";"jul";"tue";137;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
52;"admin.";"divorced";"university.degree";"no";"yes";"no";"telephone";"jun";"tue";36;1;999;0;"nonexistent";-1.7;94.055;-39.8;0.702;4991.6;"no"
27;"technician";"single";"professional.course";"no";"yes";"no";"cellular";"jul";"tue";131;2;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
40;"admin.";"single";"university.degree";"no";"yes";"yes";"cellular";"apr";"mon";8;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
30;"services";"married";"high.school";"unknown";"yes";"no";"cellular";"nov";"thu";175;1;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
30;"student";"single";"high.school";"no";"yes";"no";"cellular";"may";"wed";156;4;3;1;"success";-1.8;92.893;-46.2;1.27;5099.1;"no"
35;"admin.";"single";"university.degree";"unknown";"no";"no";"cellular";"jul";"thu";863;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"yes"
40;"entrepreneur";"married";"university.degree";"no";"no";"no";"cellular";"jul";"mon";550;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
44;"management";"married";"university.degree";"no";"no";"no";"cellular";"may";"fri";1380;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
40;"admin.";"married";"high.school";"unknown";"no";"no";"telephone";"jun";"thu";89;6;999;0;"nonexistent";1.4;94.465;-41.8;4.958;5228.1;"no"
29;"services";"divorced";"high.school";"no";"no";"no";"telephone";"jun";"fri";103;2;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
31;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"jun";"fri";276;2;999;0;"nonexistent";-2.9;92.963;-40.8;1.268;5076.2;"yes"
41;"technician";"single";"professional.course";"no";"no";"no";"telephone";"may";"fri";139;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
32;"management";"divorced";"university.degree";"no";"yes";"no";"cellular";"may";"tue";59;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.344;5099.1;"no"
34;"admin.";"single";"university.degree";"no";"yes";"yes";"cellular";"aug";"fri";72;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
36;"admin.";"divorced";"high.school";"no";"yes";"no";"cellular";"nov";"wed";862;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"yes"
42;"entrepreneur";"married";"basic.6y";"no";"no";"no";"telephone";"may";"tue";179;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
30;"management";"single";"university.degree";"no";"yes";"no";"telephone";"may";"tue";312;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
37;"blue-collar";"married";"basic.4y";"no";"no";"no";"telephone";"may";"fri";120;17;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
35;"blue-collar";"divorced";"basic.9y";"no";"yes";"no";"telephone";"may";"fri";461;1;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
46;"services";"married";"basic.4y";"unknown";"no";"no";"telephone";"may";"fri";93;1;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"no"
42;"unemployed";"married";"high.school";"no";"yes";"no";"cellular";"nov";"tue";154;2;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"no"
47;"services";"married";"high.school";"no";"no";"no";"cellular";"may";"mon";261;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.244;5099.1;"no"
43;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"jun";"tue";281;1;999;0;"nonexistent";-2.9;92.963;-40.8;1.252;5076.2;"no"
46;"unknown";"married";"basic.6y";"unknown";"no";"no";"telephone";"may";"thu";51;5;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
25;"blue-collar";"married";"basic.9y";"unknown";"yes";"no";"telephone";"jun";"mon";283;5;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
33;"technician";"unknown";"professional.course";"unknown";"yes";"no";"telephone";"may";"fri";378;1;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
32;"technician";"single";"university.degree";"no";"yes";"no";"cellular";"jul";"thu";184;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
31;"admin.";"single";"high.school";"no";"no";"no";"cellular";"jul";"mon";1017;6;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"yes"
49;"admin.";"single";"university.degree";"no";"no";"no";"telephone";"may";"fri";201;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
29;"admin.";"single";"university.degree";"no";"yes";"yes";"cellular";"aug";"thu";368;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
46;"admin.";"married";"high.school";"unknown";"yes";"no";"telephone";"may";"fri";138;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
53;"self-employed";"married";"university.degree";"unknown";"yes";"no";"cellular";"aug";"mon";693;6;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
83;"retired";"married";"university.degree";"no";"yes";"no";"cellular";"jul";"tue";178;1;6;2;"success";-1.7;94.215;-40.3;0.835;4991.6;"yes"
35;"admin.";"divorced";"university.degree";"no";"no";"no";"telephone";"may";"tue";94;3;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
40;"blue-collar";"married";"basic.6y";"unknown";"unknown";"unknown";"cellular";"apr";"mon";121;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
40;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"tue";337;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.344;5099.1;"no"
52;"admin.";"divorced";"high.school";"unknown";"no";"no";"cellular";"jul";"fri";67;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
31;"management";"married";"university.degree";"no";"no";"no";"cellular";"jun";"tue";212;1;999;0;"nonexistent";-2.9;92.963;-40.8;1.262;5076.2;"no"
46;"services";"divorced";"basic.4y";"no";"no";"no";"cellular";"may";"fri";493;7;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
36;"admin.";"married";"university.degree";"no";"yes";"no";"telephone";"may";"mon";233;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
30;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"apr";"tue";496;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.423;5099.1;"yes"
33;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"jun";"wed";206;1;3;1;"success";-1.7;94.055;-39.8;0.715;4991.6;"yes"
83;"retired";"married";"high.school";"no";"no";"no";"cellular";"dec";"thu";155;1;4;3;"success";-3;92.713;-33;0.72;5023.5;"yes"
49;"admin.";"married";"university.degree";"unknown";"no";"no";"cellular";"aug";"thu";54;2;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
56;"housemaid";"divorced";"high.school";"no";"yes";"no";"cellular";"nov";"thu";67;6;999;1;"failure";-0.1;93.2;-42;4.076;5195.8;"no"
79;"retired";"married";"high.school";"no";"yes";"yes";"cellular";"jun";"tue";163;1;999;1;"failure";-2.9;92.963;-40.8;1.262;5076.2;"no"
35;"self-employed";"single";"university.degree";"no";"yes";"no";"cellular";"jul";"thu";106;1;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
30;"unemployed";"married";"basic.6y";"unknown";"no";"no";"telephone";"jun";"tue";215;10;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
42;"admin.";"married";"basic.9y";"no";"no";"no";"telephone";"apr";"mon";406;3;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
50;"services";"divorced";"unknown";"no";"no";"no";"telephone";"jun";"fri";250;3;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
28;"blue-collar";"married";"basic.9y";"no";"yes";"yes";"telephone";"jun";"mon";288;1;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
27;"admin.";"married";"high.school";"no";"no";"no";"cellular";"may";"fri";71;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
37;"unemployed";"single";"university.degree";"no";"yes";"yes";"cellular";"jul";"wed";314;1;5;2;"success";-1.7;94.215;-40.3;0.881;4991.6;"yes"
30;"blue-collar";"married";"high.school";"no";"no";"no";"telephone";"may";"mon";122;4;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
60;"blue-collar";"married";"basic.4y";"unknown";"no";"yes";"telephone";"jul";"wed";271;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
42;"management";"married";"university.degree";"unknown";"yes";"no";"telephone";"may";"mon";181;4;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
26;"admin.";"single";"high.school";"no";"no";"no";"cellular";"apr";"wed";171;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.415;5099.1;"yes"
47;"self-employed";"married";"basic.9y";"no";"yes";"no";"telephone";"apr";"tue";226;5;999;0;"nonexistent";-1.8;93.075;-47.1;1.423;5099.1;"no"
46;"admin.";"married";"university.degree";"no";"yes";"no";"telephone";"may";"fri";28;3;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
30;"admin.";"single";"university.degree";"no";"yes";"no";"telephone";"jul";"fri";121;1;999;0;"nonexistent";1.4;93.918;-42.7;4.959;5228.1;"no"
29;"admin.";"married";"university.degree";"unknown";"yes";"no";"telephone";"may";"tue";379;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
57;"retired";"married";"high.school";"no";"no";"no";"cellular";"nov";"tue";486;2;999;1;"failure";-0.1;93.2;-42;4.153;5195.8;"no"
52;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"may";"wed";429;3;999;1;"failure";-1.8;92.893;-46.2;1.281;5099.1;"yes"
41;"self-employed";"divorced";"university.degree";"no";"no";"no";"cellular";"jul";"thu";81;10;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
48;"housemaid";"married";"professional.course";"no";"yes";"no";"cellular";"jul";"wed";496;2;6;2;"success";-1.7;94.215;-40.3;0.896;4991.6;"yes"
44;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"wed";113;1;999;0;"nonexistent";-2.9;92.201;-31.4;0.879;5076.2;"no"
30;"management";"single";"university.degree";"no";"no";"no";"cellular";"nov";"wed";493;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
52;"technician";"married";"basic.4y";"unknown";"no";"no";"telephone";"may";"wed";161;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
54;"blue-collar";"married";"basic.4y";"unknown";"yes";"no";"cellular";"aug";"thu";169;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
54;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"nov";"fri";267;2;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
34;"admin.";"single";"university.degree";"no";"yes";"no";"telephone";"jun";"mon";100;1;999;0;"nonexistent";-1.7;94.055;-39.8;0.733;4991.6;"no"
55;"retired";"married";"high.school";"no";"no";"yes";"cellular";"nov";"thu";26;6;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
48;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"jul";"thu";21;2;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
59;"retired";"married";"university.degree";"unknown";"no";"yes";"cellular";"aug";"fri";140;4;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
34;"technician";"married";"university.degree";"no";"no";"no";"cellular";"jul";"thu";153;3;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
33;"services";"single";"high.school";"no";"no";"no";"cellular";"jun";"mon";144;1;999;1;"failure";-2.9;92.963;-40.8;1.266;5076.2;"no"
37;"entrepreneur";"married";"professional.course";"no";"no";"no";"cellular";"apr";"thu";255;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.41;5099.1;"no"
30;"admin.";"single";"university.degree";"no";"yes";"yes";"cellular";"aug";"tue";155;1;4;1;"success";-2.9;92.201;-31.4;0.883;5076.2;"no"
38;"entrepreneur";"married";"basic.9y";"no";"no";"no";"telephone";"may";"fri";104;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
54;"blue-collar";"married";"high.school";"unknown";"yes";"yes";"cellular";"may";"tue";197;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.344;5099.1;"no"
36;"blue-collar";"married";"basic.6y";"no";"yes";"no";"cellular";"apr";"fri";233;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
35;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"may";"mon";63;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
38;"admin.";"single";"basic.9y";"unknown";"yes";"no";"telephone";"jun";"wed";247;5;999;0;"nonexistent";1.4;94.465;-41.8;4.962;5228.1;"no"
31;"blue-collar";"married";"basic.6y";"no";"yes";"no";"telephone";"may";"tue";774;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
31;"technician";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"thu";958;5;999;0;"nonexistent";1.4;93.444;-36.1;4.962;5228.1;"no"
37;"technician";"married";"professional.course";"no";"no";"yes";"telephone";"may";"thu";44;1;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
38;"services";"married";"basic.9y";"no";"unknown";"unknown";"telephone";"may";"tue";114;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
32;"technician";"divorced";"high.school";"no";"no";"no";"cellular";"nov";"fri";50;1;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
56;"technician";"married";"professional.course";"unknown";"no";"yes";"telephone";"jun";"fri";168;4;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
36;"blue-collar";"married";"high.school";"no";"yes";"no";"telephone";"jun";"fri";178;1;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
44;"blue-collar";"married";"unknown";"no";"yes";"no";"telephone";"jun";"wed";151;1;999;0;"nonexistent";1.4;94.465;-41.8;4.958;5228.1;"no"
28;"self-employed";"single";"university.degree";"no";"no";"no";"cellular";"jul";"thu";178;1;999;2;"failure";-1.7;94.215;-40.3;0.846;4991.6;"no"
32;"technician";"married";"professional.course";"no";"yes";"yes";"cellular";"may";"wed";160;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
41;"services";"married";"professional.course";"no";"no";"yes";"cellular";"jul";"fri";146;2;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
25;"services";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";566;1;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
35;"services";"single";"high.school";"no";"no";"no";"cellular";"may";"wed";234;3;999;0;"nonexistent";-1.8;92.893;-46.2;1.281;5099.1;"no"
42;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"jul";"tue";125;4;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
33;"admin.";"single";"basic.9y";"no";"no";"no";"cellular";"may";"wed";245;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.281;5099.1;"no"
30;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"jul";"tue";282;2;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
31;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"jul";"wed";590;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"yes"
40;"blue-collar";"married";"basic.4y";"unknown";"no";"yes";"telephone";"jun";"fri";181;2;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
37;"entrepreneur";"married";"university.degree";"no";"yes";"no";"cellular";"may";"mon";79;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.354;5099.1;"no"
41;"admin.";"single";"unknown";"unknown";"yes";"no";"cellular";"apr";"fri";464;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
36;"services";"single";"high.school";"no";"yes";"no";"telephone";"may";"tue";246;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
22;"services";"single";"high.school";"no";"no";"no";"cellular";"may";"fri";51;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
45;"blue-collar";"married";"basic.6y";"no";"no";"no";"cellular";"aug";"wed";921;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"yes"
23;"technician";"single";"high.school";"no";"no";"no";"cellular";"may";"thu";198;2;999;1;"failure";-1.8;92.893;-46.2;1.266;5099.1;"no"
38;"services";"married";"high.school";"no";"yes";"no";"cellular";"may";"fri";324;1;999;1;"failure";-1.8;92.893;-46.2;1.259;5099.1;"yes"
52;"technician";"divorced";"university.degree";"no";"no";"yes";"cellular";"aug";"tue";86;1;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
42;"technician";"married";"professional.course";"no";"no";"yes";"telephone";"may";"wed";96;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
38;"admin.";"single";"university.degree";"no";"yes";"no";"telephone";"jun";"wed";190;2;999;0;"nonexistent";1.4;94.465;-41.8;4.962;5228.1;"no"
33;"services";"single";"high.school";"no";"yes";"no";"cellular";"may";"wed";281;1;999;1;"failure";-1.8;92.893;-46.2;1.281;5099.1;"no"
34;"technician";"married";"high.school";"no";"no";"no";"cellular";"may";"mon";347;1;999;1;"failure";-1.8;92.893;-46.2;1.299;5099.1;"no"
55;"self-employed";"married";"basic.9y";"no";"yes";"yes";"cellular";"may";"tue";475;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.344;5099.1;"no"
27;"technician";"single";"high.school";"no";"yes";"no";"cellular";"jul";"mon";407;11;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
50;"blue-collar";"married";"professional.course";"unknown";"yes";"no";"cellular";"may";"thu";157;1;999;1;"failure";-1.8;92.893;-46.2;1.327;5099.1;"no"
71;"blue-collar";"divorced";"basic.4y";"unknown";"no";"no";"cellular";"aug";"thu";224;1;999;0;"nonexistent";-1.7;94.027;-38.3;0.904;4991.6;"no"
67;"retired";"married";"professional.course";"no";"yes";"yes";"cellular";"aug";"mon";186;1;999;0;"nonexistent";-2.9;92.201;-31.4;0.861;5076.2;"yes"
54;"management";"divorced";"university.degree";"no";"no";"no";"telephone";"may";"mon";611;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
39;"management";"married";"university.degree";"no";"yes";"yes";"telephone";"jun";"fri";383;1;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
46;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"may";"thu";154;2;12;1;"success";-1.8;92.893;-46.2;1.266;5099.1;"no"
26;"admin.";"single";"high.school";"no";"no";"no";"telephone";"may";"wed";416;2;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
59;"technician";"married";"unknown";"no";"no";"no";"telephone";"may";"fri";464;2;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
58;"housemaid";"married";"basic.4y";"no";"no";"no";"cellular";"aug";"tue";168;5;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
29;"unemployed";"married";"university.degree";"no";"unknown";"unknown";"cellular";"jul";"thu";177;2;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
32;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"thu";74;1;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
49;"services";"married";"basic.6y";"unknown";"yes";"no";"telephone";"may";"thu";1165;1;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
28;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"thu";233;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"blue-collar";"married";"basic.6y";"unknown";"unknown";"unknown";"telephone";"may";"tue";1063;2;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"yes"
53;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"aug";"wed";103;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
34;"technician";"single";"university.degree";"no";"yes";"no";"cellular";"mar";"mon";171;4;999;0;"nonexistent";-1.8;92.843;-50;1.52;5099.1;"no"
32;"technician";"married";"high.school";"unknown";"no";"no";"cellular";"aug";"fri";40;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
38;"technician";"married";"professional.course";"no";"yes";"no";"telephone";"may";"fri";46;2;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
35;"technician";"married";"high.school";"unknown";"yes";"no";"cellular";"may";"fri";104;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.313;5099.1;"no"
57;"blue-collar";"married";"high.school";"no";"yes";"yes";"cellular";"apr";"mon";2316;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.466;5099.1;"no"
38;"blue-collar";"married";"professional.course";"unknown";"no";"no";"cellular";"may";"mon";388;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.299;5099.1;"no"
40;"retired";"divorced";"basic.4y";"no";"no";"no";"cellular";"jul";"thu";123;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
43;"management";"married";"unknown";"no";"no";"no";"telephone";"may";"fri";38;2;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
78;"retired";"married";"basic.4y";"no";"yes";"no";"cellular";"jul";"mon";173;2;999;1;"failure";-1.7;94.215;-40.3;0.87;4991.6;"yes"
32;"admin.";"single";"high.school";"no";"yes";"yes";"cellular";"may";"tue";209;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
33;"technician";"married";"professional.course";"no";"no";"no";"cellular";"aug";"tue";129;4;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
35;"services";"married";"professional.course";"unknown";"no";"no";"cellular";"jul";"mon";134;2;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
31;"admin.";"married";"high.school";"no";"yes";"yes";"telephone";"may";"wed";159;1;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
36;"services";"divorced";"university.degree";"no";"no";"no";"telephone";"may";"mon";187;3;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
